Export;EXP-2023-01 (20230707 10:27);;;StationsCode;NL01483;NL01485;NL01486;NL01487;NL01488;NL01489;NL01491;NL01493;NL01494;NL01495;NL01496;NL10107;NL10131;NL10133;NL10136;NL10137;NL10227;NL10230;NL10235;NL10236;NL10237;NL10241;NL10245;NL10246;NL10247;NL10301;NL10318;NL10404;NL10411;NL10418;NL10433;NL10437;NL10441;NL10442;NL10444;NL10445;NL10448;NL10520;NL10537;NL10538;NL10544;NL10547;NL10548;NL10549;NL10620;NL10631;NL10633;NL10636;NL10639;NL10641;NL10722;NL10738;NL10741;NL10742;NL10807;NL10818;NL10918;NL10929;NL10934;NL10937;NL10938;NL49002;NL49003;NL49007;NL49012;NL49014;NL49017;NL49019;NL49020;NL49021;NL49022;NL49551;NL49553;NL49561;NL49564;NL49565;NL49701;NL49703;NL49704
NO2;uur;µg/m³;20100101 21:00;20100101 22:00;33;73.4;74;50.7;51.5;97.9;89.8;117.1;99.7;112.5;117.8;23.07;19.13;15.89;34.21;23.25;17.37;43.95;13.84;44.83;66.7;57.52;65.46;42.54;32.46;;15.14;37.03;43.49;56.76;82.77;62.96;71.88;;9.39;62.88;115.46;72.77;71.26;30.24;83.23;54.3;58.61;46.41;64.61;5.62;73.86;44.61;66.75;69.24;13.5;28.83;76.8;38.52;12.51;17.11;22.36;14.02;2.21;44.54;10.15;105;70;92;100;76;83;74;94;60;57;56;26;69;72;;65;28;55
NO2;uur;µg/m³;20100101 22:00;20100101 23:00;84;81;64.1;79.7;63.4;104.7;117.7;118.3;100.9;75.6;130.2;25.22;18.32;14.63;45.59;35.53;19.55;44.31;25.1;56.75;56.82;69.4;65.49;42.58;34.55;;10.96;48.39;43.87;54.74;68.63;60.58;70.37;;15.83;69.03;114.49;69.17;81.89;24.08;126.57;50.31;48.88;45.79;63.33;9.87;58.62;74.11;74.17;42.74;14.04;25.68;63.63;38.5;12.42;21.1;22.65;12.83;4.38;33.07;0.95;106;70;102;99;73;85;83;111;64;57;68;30;63;65;;66;43;72
NO2;uur;µg/m³;20100101 23:00;20100102 00:00;80;84.8;72.5;87.9;75.6;;110.7;121.2;98;54.7;81;23.44;20.54;11.75;38.16;33.53;18.72;44.54;35.57;56.66;70.73;73.21;64.21;41.27;35.64;;12.41;68.41;56.18;46.64;67.54;57.11;73.14;;17.13;81.09;126.88;79.11;91.17;17.08;149.81;47.69;50;46.47;45.94;15.46;33.07;73.73;81.68;35.72;12.8;23.56;54.49;39.18;13.72;22.21;14.13;5.03;4.57;29.48;1.64;116;64;96;112;77;98;94;110;59;53;41;40;55;58;;64;61;68
NO2;uur;µg/m³;20100102 00:00;20100102 01:00;64.9;80.1;68.3;95;88;110.4;109.3;116.2;95;71.3;68;17.55;;17.21;32.86;27.1;19.01;48.28;;44.29;65.37;69.06;60.09;42.98;36.75;;27.27;76.73;74.9;86.14;66.38;47.58;79.44;;;89.28;110.25;83.46;72.7;34.74;136.97;42.25;44.26;47.2;;20.97;33.39;84.91;;;14.58;18.3;56.16;36.48;26.24;17.62;25.15;3.27;;;4.13;111;55;94;103;82;103;91;110;65;55;49;39;65;54;;62;67;77
NO2;uur;µg/m³;20100102 01:00;20100102 02:00;40.2;45.3;55;79.2;78.1;;95.6;91.6;84.7;67.2;35.3;18.5;22.42;23.03;31.79;28.35;22.16;47.75;38.46;40.33;58.15;71.42;55.32;32.19;31;;22.24;87.99;77.7;79.01;64.52;31.39;78.05;;45.4;94.68;88.99;104.36;64.8;33.78;110.52;39.55;46.41;44.13;;19.35;38.79;79.21;76.1;;14.66;17.93;55.83;49.7;16.33;21.08;12.32;6.13;4.86;;3.64;116;66;91;92;79;97;77;99;69;64;31;40;71;51;;69;62;69
NO2;uur;µg/m³;20100102 02:00;20100102 03:00;32;26.7;21.2;42;38.8;67.1;71.7;60.2;70.1;55.5;42;21.25;26.23;30.03;30.01;28.8;30.25;44.33;35.05;37.56;49.22;67.78;29.08;16.29;29.99;;17.13;65.09;51.95;55.99;51.31;6.36;63.31;;34.38;69.68;58.7;68.34;41.42;21.87;109.37;52.93;47.61;45.24;;17.39;44.32;68.1;66.08;;13.57;18.4;55.46;48.47;16.1;21.23;7.99;3.76;9.4;;4.33;89;75;79;75;72;91;74;76;74;64;17;32;54;43;;70;56;56
NO2;uur;µg/m³;20100102 03:00;20100102 04:00;21.2;20.2;18.9;32.9;28.3;58.8;65.6;67.6;67.6;44.5;32.5;22.86;30.99;32.97;34.24;32.7;36.47;43.23;24.09;34.23;48.16;65.55;23.45;21.76;33.69;;14.53;62.55;56.28;55.56;40.07;8.25;45.72;;42.7;67.45;66.37;56.66;38.54;36.19;93.88;63.36;57.51;57.72;;28.17;56.04;46.33;59.16;;13.32;29.59;51.81;46.35;16.31;23.82;5.05;1.9;8.98;;6.02;76;62;63;61;59;81;65;70;71;52;25;41;64;49;;55;38;47
NO2;uur;µg/m³;20100102 04:00;20100102 05:00;14.9;11.8;9;29.2;27.1;60.7;64.7;51;68.6;40.3;15.8;29.64;36.83;30.4;29.59;29.16;36.94;38.93;20.06;40.66;52.1;61.99;32.61;20.73;38.47;;12.89;50.53;51.1;48.19;42.53;3.04;40.48;;38.01;59.55;49.13;60.57;41.81;59.81;89.95;59.45;63.33;59.92;;24.33;40.7;52.96;59.82;;14.49;32.73;50.15;44.67;19.85;26.88;4.04;3.03;9.89;;13.41;77;61;66;66;57;70;61;73;78;65;19;7;66;52;;53;47;56
NO2;uur;µg/m³;20100102 05:00;20100102 06:00;17;16.2;10.8;21;13.3;35.6;51;35.4;33.4;9.9;29.1;33.45;36.76;24.48;32.05;29.15;37.65;33.69;21.26;44.18;49.59;40.07;18.45;5.41;37.76;;8.51;50.07;55.94;31.36;30.43;0.98;17.99;;45.97;56.33;31.91;57.02;44.11;52.04;92.87;58.36;58.35;57.3;;28.77;25.09;62.63;60.24;;16.6;40.16;46.7;42.37;22.83;24.05;7.92;4.7;10.68;;18.87;74;68;61;60;52;79;68;79;68;56;20;39;58;45;;64;47;58
NO2;uur;µg/m³;20100102 06:00;20100102 07:00;22.9;14.1;14.6;30.1;16.7;49.9;48.3;37.9;39.6;13.6;34.4;34.59;40.87;30.78;33.53;28.07;40.43;46.82;37.59;41.69;51.08;38.48;9.26;15.85;39.76;;13.5;51.67;44.63;15.38;22.72;3.25;17.28;;50.7;48.9;36.76;71.46;60.52;49.09;86.66;61.44;60.07;57.42;;23.82;20.88;65.38;60.13;;16.99;29.85;45.63;37.11;16.79;11.33;15.57;8.1;11.42;;14.89;83;70;73;77;70;73;70;84;51;60;26;49;64;50;;60;61;71
NO2;uur;µg/m³;20100102 07:00;20100102 08:00;20.1;15.9;16.6;34.1;17.1;43.1;48.3;39.7;37.9;17.9;25;31.52;39.12;25.7;31.22;25.56;40.59;50.99;43.43;47.37;60.56;50.12;15.38;30.13;44.98;;;49.59;46.63;22.45;34.01;6.87;23.03;;36.7;49.22;40.94;60.22;51.88;65.9;66.41;60.51;60.22;57.13;;24.18;18.71;61.39;55.55;;19.88;34.83;36.95;32.55;11.37;29.76;14.14;11.86;9.24;;14.05;89;52;74;70;57;55;58;75;40;67;34;59;;52;;65;53;64
NO2;uur;µg/m³;20100102 08:00;20100102 09:00;35.1;32;23.5;36.4;23.5;45.5;56.5;44.1;39.2;25.5;47.9;41.91;42.53;22.91;31.81;28.41;39.36;49.76;42.53;46.44;57.48;57.54;42.37;49.75;46.21;;;50.76;48.43;27.7;36.02;29.76;30.76;;33.17;56.13;43.43;50.28;56.34;77.64;64.51;60.95;55.06;49.87;;27.45;18.15;52.18;53.29;;18.73;42.86;41.22;36.52;9.84;25.66;28.48;15.23;9.09;;17.04;77;40;68;60;45;49;50;61;29;64;33;61;65;50;;68;60;70
NO2;uur;µg/m³;20100102 09:00;20100102 10:00;47.7;46.4;37.7;57.2;42.7;81.2;59.5;54.5;57.2;36;38.2;37.55;35.66;16.74;32.38;24.24;33.14;45.53;35.33;43.64;55.63;53.4;49.32;47.45;44.32;;;58.87;52.35;39.89;41.53;37.47;49.35;;31.91;58.44;49.69;50.92;51.64;68.69;67.98;54.19;57.31;49.13;;29.34;12.46;55.47;50.45;;23.72;38.28;42.51;35.46;12.14;18.59;35.44;18.79;8.54;;12.1;76;39;72;67;;49;50;62;33;57;34;47;73;39;;57;48;59
NO2;uur;µg/m³;20100102 10:00;20100102 11:00;47.4;40.9;40;63.5;45.5;63.7;62.6;59.4;55;32.1;24;29.48;33.82;14.56;45.31;24.11;29.65;33.93;38.96;35.9;52.4;49.26;39.29;33.79;39.97;;16.37;57.69;55.35;46.05;47.13;27.76;50.31;;33.77;64.09;59.8;45.71;48.78;46.03;69.37;46.71;49.73;43.09;;28.71;24.25;52.44;59.73;;24.78;31.27;42.8;36.56;13.62;20.31;29.57;15.97;9.09;;11.92;76;36;67;57;40;55;44;61;26;58;34;55;58;36;;48;40;57
NO2;uur;µg/m³;20100102 11:00;20100102 12:00;47.6;31.4;32.6;47;38;57;63.8;54.9;43.6;47.6;36.6;29.92;32.02;15.88;35.54;20.9;24.84;29.43;33.07;34.81;46.95;46.75;34.7;23.22;38.54;;15.28;63.63;52.26;44.13;41.04;16.44;41.81;;34.14;77.03;53.34;47.62;59.48;43.97;71.4;44.76;40.25;42.77;;27.01;29.32;55.02;58.08;;27.12;37.54;45.66;35.93;15.39;21.23;29.61;8.2;8.87;;13.36;86;;;62;46;59;47;66;39;49;37;60;54;37;;41;;
NO2;uur;µg/m³;20100102 12:00;20100102 13:00;48.4;33;33.8;36.6;27.7;53;61.4;51.7;45;46.4;37.5;31.33;28.44;20.91;35.46;20.11;20.16;29.42;33.58;35.78;46.1;45.52;34.01;23.15;37.01;;15.61;71.37;63.16;38.02;50.26;14.84;34.97;;40.67;80.55;48.07;59.27;66.27;43.55;74.04;46.21;49.01;41.63;;23.96;27.92;50.8;56.82;;32.22;40.46;48.6;37.53;18.33;23.08;23.36;7.87;10.08;;13.29;92;45;60;68;52;71;56;71;41;51;38;26;55;40;;43;41;52
NO2;uur;µg/m³;20100102 13:00;20100102 14:00;55.1;37;31.7;40.7;30.8;54.7;65.1;57.4;48.3;48;39.5;20.99;23.96;23.01;39.13;22.49;16.88;20.97;32.05;33.34;47.79;39.92;33.98;23.06;35.35;;16.66;72.88;68.89;39.49;45.1;17.94;37.74;;53.04;86.66;52.82;60.87;67.69;44.91;79.41;43.02;47.83;44.1;;27.92;24.92;49.44;55.97;;32.3;41.46;46.6;37.1;24;23.56;24.56;9.3;11.88;;11.74;94;49;67;73;57;75;62;79;41;51;43;8;57;45;;46;47;56
NO2;uur;µg/m³;20100102 14:00;20100102 15:00;;39.7;33.3;43.2;32.7;59.5;63.3;61.2;52.9;55.1;27.1;18.41;24.79;19.4;50.3;26.94;16.92;16.24;28.92;32.88;48.35;47.02;33.51;21.39;35.32;;14.81;55.39;55.52;41.5;48.47;15.69;37.74;;50.39;81.6;60.81;65.37;71.95;47.43;84.35;41.52;41.22;41.15;;30.14;26.7;54.11;57.13;;34.97;40.7;46.81;36.55;29.1;30.78;36.17;12.78;10.14;;10.15;90;54;73;77;58;80;65;74;44;53;52;7;59;48;;52;50;59
NO2;uur;µg/m³;20100102 15:00;20100102 16:00;58.6;38.9;38;49.6;34.2;57.3;71;62.7;59.3;64;36.4;17.91;24.97;17.52;47.64;30.81;18.29;20.7;27.44;37.26;51.32;45.67;36.88;25.54;35.66;;15.93;19.8;63.58;46.51;57.88;18;35.34;;18.69;50.64;70.82;65.76;73.81;60.49;81.65;46.34;51.03;45.96;;32.01;29.86;52.54;61.06;;36.13;42.67;45.35;36.32;33.23;37.61;46.61;11.08;10.51;;13.89;101;56;76;74;62;77;64;78;45;60;45;9;65;53;;56;56;66
NO2;uur;µg/m³;20100102 16:00;20100102 17:00;58;43;36.7;46.5;40.9;59.4;70.3;61.1;65;43.7;34.4;21.72;22.94;16.2;44.09;23.12;20.95;28.28;34.24;39.05;55.26;54.27;44.69;28.93;37.77;;17.79;41.39;59.33;48.29;56.17;22.55;43.55;;2.92;67.02;58.69;67;64.74;68;88.85;53.54;49.69;51.66;;40.05;29.39;56.91;59.49;;39.72;47.02;45.56;34.83;34.9;42.14;55.32;8.44;12.62;;14.38;110;63;75;81;66;80;67;87;52;57;47;8;62;42;;63;63;67
NO2;uur;µg/m³;20100102 17:00;20100102 18:00;47.4;38;34.9;48.4;45.1;61.3;75.7;61.7;68.7;41.8;32.8;19.64;23.42;21.93;39.56;24.41;21.69;28.19;42.24;40.71;54.6;56.7;43.52;33.67;36.24;;17.77;64.18;75.71;51.8;56.92;19.46;39.93;;8.02;97.06;61.84;69.75;61.48;67.33;87.69;50.56;54.65;55.08;;43.92;37.93;58.44;57.9;;32.9;50.37;48.03;33.09;38.25;47.51;29.15;11.46;12.19;;13.84;122;64;80;85;53;76;64;89;53;39;34;17;58;23;;58;26;51
NO2;uur;µg/m³;20100102 18:00;20100102 19:00;49.7;41.8;38.7;42;39;52.4;74.7;67.2;68.7;53.5;30.9;23.48;20.53;20.85;29.33;18.66;19.02;23.82;32.74;31.68;42.05;51.5;46.96;32.21;30.86;;24.22;19.58;74.47;46.72;60.21;22.85;38.6;;6.01;66.22;66.04;67.16;56.45;47.02;89.13;40.92;44.33;47.03;;42.43;31.44;49.13;51.96;;29.96;47.03;38.66;32.34;37.72;29.86;24.01;15.13;10.42;;10.18;94;66;74;77;68;79;70;74;56;64;44;11;63;46;;56;51;64
NO2;uur;µg/m³;20100102 19:00;20100102 20:00;47.1;42.4;39;43.3;41.7;50.5;69.6;62.1;66.3;47.3;31.3;15.68;16.7;17.38;19.84;16.3;20.58;26.19;40.37;27.48;37.72;52.11;40.59;28.33;26.96;;25.87;18.97;75.12;44.92;53.17;22.32;34.3;;7.52;49.97;61.58;66.43;34.31;22.94;87.35;38.53;39.44;39.65;;39.22;32.24;43.41;49.83;;27.58;41.83;35.69;29.54;35.6;20.88;17.84;14.74;12;;12.09;94;66;70;75;58;79;67;79;60;51;26;7;72;44;;58;31;46
NO2;uur;µg/m³;20100102 20:00;20100102 21:00;45.7;40.2;40.6;42.1;41.6;49.3;65.5;66;60.9;51.7;25.1;17.36;16.92;13.15;13.84;12.21;18.4;27.45;49.98;30.42;38.82;53.24;44.75;34.78;28.36;;23.78;20.83;75.73;48.11;50.59;22.45;34.9;;3.27;53.97;74.31;65;39.49;15.78;92.98;39.17;37.45;38.07;;36.17;36.56;46.64;49.03;;25.5;42.59;36.12;27.03;27.98;18.82;14.93;16.05;12.14;;10.39;91;70;72;73;64;79;66;79;64;43;45;27;76;16;;55;20;41
NO2;uur;µg/m³;20100102 21:00;20100102 22:00;37.4;34.7;32.2;42.7;39.3;46.7;61.8;58.7;63.3;49;42.1;23.84;17.76;10.91;13.02;11.88;21.02;30.01;47.08;29.85;38.88;53.82;48.49;39.07;27.29;;23.67;18.02;62.39;45.78;52.62;22.65;41.3;;14.73;84.11;59.94;31.88;48.13;11.09;61.9;40.72;43.43;39.77;;21.18;35.92;42.13;43.57;;20.43;44.06;36.59;29.38;20.83;14.25;14.18;14.32;13.59;;12.1;41;34;49;40;50;50;42;44;54;44;31;23;52;47;;27;45;31
NO2;uur;µg/m³;20100102 22:00;20100102 23:00;33.2;31;27.4;39.7;34.1;43.9;64.1;52.6;60.9;38.5;32.5;23.11;17.84;10.19;13.07;11.46;22.03;30.41;41.42;27.06;36.24;53.33;44.65;31.79;26.18;;32.59;39.4;59.21;45.02;42.5;17.02;37.17;;26.99;61.76;46.44;19.23;29.18;10.29;33.3;37.1;34.99;33.05;;22.25;44.05;39.74;42.37;;18.81;41.41;35.12;27.34;20.31;12.99;11.62;10.68;13.6;;19.34;26;24;34;27;34;33;28;28;36;27;19;18;29;27;;20;26;19
NO2;uur;µg/m³;20100102 23:00;20100103 00:00;27.3;31.9;33.7;48.5;32.3;43.7;57.4;61.3;53.6;42.7;57.7;21.6;18;10.31;16.73;12.29;20.82;32.74;34.28;25.29;38.37;50.33;39.47;34.36;24.13;;40.08;46.58;57.28;45.42;47.08;20.16;34.57;;23.44;52.23;56.35;15.03;21.35;6.92;28.24;29.23;27.71;26.14;;19.25;29.5;46.55;40.71;;21.12;39.5;33.92;26.69;15.3;12;11.36;9.75;12.38;;16.64;19;18;26;21;27;24;20;20;23;20;16;12;22;19;;13;16;12
NO2;uur;µg/m³;20100103 00:00;20100103 01:00;42.6;36.8;51.5;55.5;48;46;47.2;53;52.7;48.2;53.6;21.86;18.69;11.24;11.47;9.97;14.08;24.86;;25.95;31.13;41.03;28.23;21.02;21.19;;16.37;27.79;42.06;42.86;38.92;6.46;34;;;40.75;;8.35;15.13;6.01;16.75;21.5;18.04;18.64;34.56;8.75;17.09;28.45;;16.59;28.54;26.6;37.66;31.44;13.53;9.29;12.96;14.41;;;11.69;18;12;25;16;22;20;15;17;15;15;12;13;16;13;;10;12;10
NO2;uur;µg/m³;20100103 01:00;20100103 02:00;38.2;37.2;30.6;30.3;28.8;27.6;27;35;33.6;31.7;47.3;19.35;19.29;7.15;10.41;9.24;15.39;21.46;33.96;22.96;27.7;38.38;25.84;22.67;18.66;;13.82;19.44;41.92;32.08;30.38;29.23;31.92;;9.17;29.66;;6.38;12.95;6.05;13.54;14.69;10.24;12.34;30.3;7.08;11.4;21.43;22.37;11.8;28.22;19.2;45.86;33.27;11.05;10.46;14.41;11.45;5.7;41.46;12.36;16;10;19;14;22;19;12;14;12;14;9;8;13;11;;8;13;8
NO2;uur;µg/m³;20100103 02:00;20100103 03:00;32.9;26.5;20.3;25.8;24.9;18.3;16.7;23.9;20.7;26;24.3;15.63;17.08;10.78;9.29;9.41;12.48;29.88;38.19;21.96;26.5;30.21;28.76;28.04;17.47;;11.14;9.98;38.95;18.33;17.99;18.9;24.83;;8.3;20.07;;8.21;12.37;8.44;14.53;10.09;7.21;8.8;17.91;8.26;5.61;10.39;14.9;7.94;22.18;7.88;40.9;32.43;10.19;11.25;16.88;8;5.05;41.84;11.68;12;10;17;13;22;16;12;12;9;16;9;9;13;11;;7;25;9
NO2;uur;µg/m³;20100103 03:00;20100103 04:00;25.8;20.8;16.9;16.2;15.9;8.6;13.4;16.2;16.4;20.8;25.2;17.8;21.81;14.06;9.42;10.08;10.85;33.34;27.54;29;36.85;25.96;20.99;23.89;21.01;;19.13;10.59;33.94;10.66;10.56;8.08;18.01;;7.98;20.5;;10.92;15.37;7.48;14.62;11.59;7.54;8.46;10.31;7.64;6.52;9.23;9.56;5.16;15.27;6.46;26.46;21.66;10.23;10.86;16.7;7.32;5.42;50.69;13.24;15;11;22;15;25;16;13;12;8;11;7;15;11;9;;9;27;9
NO2;uur;µg/m³;20100103 04:00;20100103 05:00;24.9;19.7;14.3;18.6;18.7;6.9;13.8;22.6;16;29.2;28.9;10.14;28.2;16.77;11.11;9.87;13.18;22.9;23.07;26.44;35.74;10.14;12.44;11.93;26.47;;33.84;10.21;39.4;12.48;11.02;5.11;12.19;;10.54;16.27;;6.8;18.72;4.53;17.02;12.49;7.3;8.76;10.66;9.74;5.04;8.96;10.42;2.33;14.61;6.85;20;14.4;9.89;10.22;15.59;8.17;6.67;51.73;23.49;23;12;26;22;26;22;;21;4;;20;11;14;13;;8;25;11
NO2;uur;µg/m³;20100103 05:00;20100103 06:00;32.1;27.8;21.9;19.6;17.8;6.2;16.9;28.2;20.1;26;37.1;11.53;21.39;11.22;14.96;13.65;18.24;8.56;11.43;16.69;22.17;6.17;15.43;9.28;23.78;;11.83;14.63;47.2;13.96;14.44;6.38;13.2;;7.56;20.68;;6.36;19.47;3.74;20.45;12.13;7.76;9.27;11.93;11.6;7.9;9.99;10.2;4.25;11.1;6.78;16.54;14.91;10.21;9.53;14.48;9.39;4.61;25.12;14.04;34;13;33;27;25;29;22;33;3;19;17;14;21;22;;9;18;14
NO2;uur;µg/m³;20100103 06:00;20100103 07:00;28.2;30.8;25;21.3;20.5;9.2;29.5;31;32.1;46;26.7;23.49;14.71;13.65;20.03;16.89;13.58;7.8;9.73;11.16;17.1;7.9;15.03;12.63;15.2;;6.53;21.01;24.69;24.34;28.22;8.08;16.12;;7.65;25.65;;17.64;23.67;3.74;31.31;15.83;10.52;12.05;8.62;11.33;10.75;12.8;12.4;6.32;11.23;7.81;21.78;16.17;8.47;10.3;12.75;10.1;5.63;15.21;6.93;38;26;31;42;41;32;26;37;5;23;16;10;26;34;;15;15;14
NO2;uur;µg/m³;20100103 07:00;20100103 08:00;34.7;39.2;36.1;28.9;30.3;15.2;38.4;47.2;33.9;63.2;37.2;18.22;13.54;20.89;30.13;25.08;5.79;9.98;9.31;13.28;14.66;7.65;16.34;12.33;12.5;;6.29;25.27;18.77;32.8;27.24;13.1;18.6;;7.42;26.1;;26.76;31.1;3.18;42.02;20.55;19.49;13.97;10.25;9.8;12.01;16.61;18.69;3.82;11.32;10.75;25.16;21.95;7.84;11.2;6.93;12.19;6.39;14.18;4.31;48;30;37;44;49;38;31;44;;29;;;39;;;31;21;22
NO2;uur;µg/m³;20100103 08:00;20100103 09:00;37.8;48.3;42.1;33.3;36.5;34.8;47;52.4;47.7;75.1;40.9;13.93;17.26;15.34;26.6;21.35;5.63;11.89;8.8;16.57;22.04;12.25;21.37;16.13;13.98;;9.45;31.98;32.37;42.34;24.09;24.64;28.01;;7.85;39.4;;27.78;33.83;3.69;39.3;28.63;17.6;14.78;15.57;10.21;28.71;21.06;35.51;17.45;12.88;11.26;34.98;27.18;8.74;15.3;8;14.78;6.43;20.34;5.36;43;30;39;39;48;41;35;38;25;35;29;5;50;37;;12;22;24
NO2;uur;µg/m³;20100103 09:00;20100103 10:00;42.2;47;49.6;32.8;37.7;30.7;56.4;56.9;65.5;65.2;31;15.92;23.53;10.61;18.1;16.27;11.4;14.43;9.83;21.22;30.37;16.41;25.11;19.36;19.18;;13.28;25.46;33.84;40.4;35.73;30.55;34.92;;10.04;39.16;;21.6;32.35;3.6;38.64;33.01;27.6;17.78;23.62;8.25;36.34;19.27;31.82;19.48;12.85;14.12;37.72;26.2;8.59;13.78;6.48;16.93;6.8;29.17;7.78;35;33;37;45;39;37;34;35;23;29;16;7;51;30;;15;20;16
NO2;uur;µg/m³;20100103 10:00;20100103 11:00;37.3;41;34.5;37.2;38.7;32.9;56.6;59.8;45.1;62.5;30.5;13.72;17.65;10.99;22.96;15.87;8.38;16.38;10.89;18.28;37.03;15.6;31.99;22.93;18.79;;14.86;23.31;22.92;45.44;32.5;27.28;29.8;;10.47;33.41;;19.26;37.93;4.22;30.36;26.35;18.62;13.66;30.61;7.76;37.53;16.14;28.2;13.29;12.93;12.84;37.63;25.73;10.36;10.06;7.37;14.46;6.47;36.07;7.81;44;26;50;48;35;42;39;41;21;22;15;8;45;38;;14;20;16
NO2;uur;µg/m³;20100103 11:00;20100103 12:00;35.5;35.1;33.4;36.6;36.3;25.5;40.4;56.2;41.4;33.6;30;14.21;14.78;10.29;22.66;15.99;7.67;18.65;12.61;19.16;28.03;18.17;28.31;20.45;20.01;;11.47;21.03;36.15;37.47;25.61;26.32;25.04;;7.28;29.05;;21.81;32.25;3.12;24.81;17.74;13.32;8.56;27.57;9.15;13.87;13.43;21.92;6.87;13.75;11.04;47.12;26.5;8.51;6.98;8.8;12.94;6.74;18.96;5.41;43;22;52;42;36;;35;34;16;18;21;7;37;27;;12;15;18
NO2;uur;µg/m³;20100103 12:00;20100103 13:00;35.6;31.9;30.5;23.5;20.2;14.7;27.3;32;36.7;17.7;19.6;11.14;14.03;10.76;24.25;16.66;9.72;17.84;14.71;19.12;30.14;20.46;26.49;22.2;14.47;;10.19;16.08;29.44;22.91;21.58;27.29;19.61;;8.87;25.62;;13.38;48.5;9.2;21.34;19.06;12.8;9.02;16.3;9.41;7.54;10.26;22.04;7.31;14.99;8.16;43.34;28.86;8.92;6.82;11.03;12.28;4.99;19.74;5.28;48;19;48;;30;32;32;34;14;27;15;5;28;18;;10;16;19
NO2;uur;µg/m³;20100103 13:00;20100103 14:00;29.6;30.1;27;26.3;23.1;14.3;21.5;32.3;33;18.2;28.5;13.54;16.41;10.27;25.48;17.21;9.08;16.1;16.05;20.07;29.93;27.53;25.88;26.11;15.54;;11.69;17.2;33.68;20.86;19.75;10.85;19.02;;7.5;38.58;;13.11;52.86;14.5;21.89;16.92;9.06;8.58;11.75;12.46;4.86;10.33;23.97;6.37;16.63;8.7;55.07;24.71;9.18;7.06;8.12;11.79;5.25;24.63;4.67;;17;50;36;28;39;27;28;17;18;16;5;26;17;;11;16;15
NO2;uur;µg/m³;20100103 14:00;20100103 15:00;26.5;27.8;22.9;27.4;22.3;13.8;17.7;26.6;31.8;22.6;32.4;15.35;18.96;10.36;25.96;14.03;9.68;18.5;18;22.49;41.9;26.48;18.18;22.08;17.88;;14.34;18.89;28.61;20.28;28.56;10;20.41;;7.28;37.85;;11.55;49.95;13.07;21.53;16.63;15.68;9.45;12.1;13.92;6.57;12.35;30.92;13.84;16.65;6.95;51.11;23.67;17.18;7.7;10.68;9.57;6.28;28.48;6.49;47;19;49;32;26;42;25;30;14;13;15;8;19;19;;10;20;11
NO2;uur;µg/m³;20100103 15:00;20100103 16:00;30.5;34.7;25.6;25.3;21.3;13.5;20.8;31.2;35.3;26.5;37.2;23.44;20.61;11.1;34.79;20.05;11.97;21.14;22.15;25.99;49.87;20.09;21.32;30.94;20.12;;13.27;25.15;43.92;17.64;25.9;13.48;21.56;;10.28;39.44;;19.12;53.18;23.82;32.27;24.81;23.92;13.25;10.63;13.29;13.13;18.59;30.61;12.22;16.09;9.03;50.34;26.29;21.23;13.83;15.02;7.06;8.75;47.06;14.94;54;26;56;38;34;44;30;38;17;15;22;9;25;22;;10;13;13
NO2;uur;µg/m³;20100103 16:00;20100103 17:00;35.6;44.1;32.2;34.4;30.4;18.5;27.6;44.4;48.9;39.1;39;25.32;23.75;15.99;34.57;27.95;15.4;27.76;25.09;61.07;76.55;41.23;25.62;47.99;28.95;;17.99;28.51;48.31;24.2;41.47;28.62;30.04;;13.53;42.02;;28.89;53.34;28.27;42.73;35.59;30.15;23.81;13.96;21.24;17.16;33.41;42.2;14.65;20.73;14.72;55.48;28.73;30.79;19.45;20.56;12.31;10.63;56.9;29.16;61;32;66;40;40;51;40;46;34;25;36;11;40;34;;;18;15
NO2;uur;µg/m³;20100103 17:00;20100103 18:00;45.8;52.8;42.9;40;37.5;32.5;48.3;61.8;59.1;54.7;72;27.15;29.39;18.34;46.73;34.17;23.27;31.89;27.06;63.74;83.98;59.84;42.58;52.89;36.13;;24.55;38.75;40.15;39.81;65.53;41.54;41.4;;17.12;54.31;;33.52;57.24;33.64;60.7;53.74;45.23;24.82;23.32;32.86;19.74;37.92;45.23;8.31;19.33;10.84;57.98;28.03;20.8;21.49;22.28;14.29;15.9;59.18;31.79;95;38;73;58;42;52;41;56;44;37;41;9;54;41;;37;29;16
NO2;uur;µg/m³;20100103 18:00;20100103 19:00;64.2;55.4;47.7;47.1;40.6;43.7;53.8;73.4;66.8;58.4;73.4;26.14;19.74;25.58;44.06;26.31;27.66;41.19;25.69;61.91;84.2;67.51;44.73;55.08;42.39;;28.47;47.87;38.86;38.83;72.04;45.19;48.59;;27.28;56.75;;43.67;65.12;32.92;106.38;54.05;49.17;33.33;35.59;31.21;13.84;59.83;45.38;16.16;11.43;10.39;58.25;30.06;14.83;23.93;35.24;13.14;19.67;60.86;37.07;88;46;70;64;43;57;54;77;45;37;44;22;54;45;;39;39;40
