Export;EXP-2023-01 (20230707 08:36);;;StationsCode;NL01483;NL01485;NL01486;NL01487;NL01488;NL01489;NL01491;NL01493;NL01494;NL01495;NL01496;NL10107;NL10131;NL10133;NL10136;NL10137;NL10227;NL10230;NL10235;NL10236;NL10237;NL10241;NL10245;NL10246;NL10247;NL10301;NL10318;NL10404;NL10411;NL10418;NL10433;NL10437;NL10442;NL10444;NL10445;NL10448;NL10520;NL10537;NL10538;NL10544;NL10547;NL10548;NL10549;NL10620;NL10631;NL10633;NL10636;NL10639;NL10641;NL10644;NL10722;NL10738;NL10741;NL10742;NL10807;NL10818;NL10918;NL10929;NL10934;NL10937;NL10938;NL49002;NL49003;NL49007;NL49012;NL49014;NL49017;NL49019;NL49020;NL49021;NL49022;NL49551;NL49553;NL49561;NL49564;NL49565;NL49701;NL49703;NL49704
NO2;uur;µg/m³;20110506 07:00;20110506 08:00;116.8;65.1;;116.2;85.4;118.9;;125.3;96.4;;114.2;;47.11;29.56;52.91;53.46;28.45;37.1;19.4;73.41;73.71;45.48;47.38;47.35;35.52;69.01;47.31;104.77;73.68;89.75;78.83;31.7;44.29;55;99.08;131.97;90.89;79.28;32.91;84.54;58.35;;64.63;51.09;42.56;45.54;73.15;85.7;62.5;;28.99;38.64;47.96;32.94;28.34;40.4;24.27;29.4;;83.73;35.2;137;68;142;112;74;94;79;111;55;57;69;76;65;67;60;82;65;75
NO2;uur;µg/m³;20110506 08:00;20110506 09:00;122.8;48.7;71.3;99.6;76.7;120.7;;92.3;89.8;94.6;99.8;;43.13;23.38;45.49;38.79;31.17;36.87;22.04;61.48;66.95;31.25;39.29;38.96;26.81;80.37;51.98;105.41;76.87;86.15;73.88;25.87;37.49;52.89;105.73;101.13;94.89;73.47;32.19;89.27;46.75;;41.39;43.32;55.02;39.49;66.19;71.1;57.99;;33.72;35.12;49.69;27.3;27.66;32.25;24.3;28.5;;55.33;33.2;143;75;134;109;59;79;90;105;54;52;63;72;59;55;50;87;63;74
NO2;uur;µg/m³;20110506 09:00;20110506 10:00;129.5;44.2;74.1;105.2;75.5;93.5;;93.5;85.3;91.6;96.1;;39.62;15.62;33.26;30.62;26.79;30.88;28.75;56.74;65.68;29.38;38.8;37.33;20.98;61.92;61.2;86.06;71.92;85.92;;39.58;32.82;48.17;97.25;104.97;95.19;67.56;28.89;78.32;45.56;;33.26;36.4;41.63;33.1;66.59;82.73;59.11;;32.79;27.82;62.16;23.35;23.29;30.98;22.31;25.12;;56.67;26;131;78;127;110;48;77;62;99;55;47;59;83;55;53;44;66;66;85
NO2;uur;µg/m³;20110506 10:00;20110506 11:00;139.8;59.6;79.4;101.7;59;46.2;;106.8;81.2;75.5;118.5;;32.91;10.34;22;19.02;18.78;22.11;27.35;51.26;60.84;22.49;29.45;35.01;17.33;65.97;55.9;66.32;66.66;72.47;;34.59;;37.25;77.66;123.02;81.5;;32.24;75.12;31.51;;21.41;30.34;29.9;27.66;56.96;78.48;55.04;;18.24;22.63;39.86;20.94;19.19;29.11;18.21;19.77;;57.39;20.03;124;71;136;115;37;;48;87;54;35;40;60;44;45;35;51;58;67
NO2;uur;µg/m³;20110506 11:00;20110506 12:00;131.4;30.7;40.5;81.9;27.1;48.7;;78;36.5;38.1;70.8;;19.33;8.26;22.86;10.07;12.71;12.55;14.68;34.79;40.87;12.55;17.79;18.84;11.81;72.91;37.47;37.57;35.08;38.86;40.41;19.52;;20.47;63.07;91.09;56.27;;35.88;56.38;22.63;;;18.89;13.86;16.05;40.82;60.5;30.96;;11.43;17.89;39.75;14.51;10.65;15.13;11.28;10.74;;46.75;15.64;103;44;112;;31;62;41;91;28;24;29;29;31;23;23;30;30;41
NO2;uur;µg/m³;20110506 12:00;20110506 13:00;131;25.2;37.4;80.2;22.6;52.3;;52;31.3;35;51.9;;15.12;6.08;20.89;12.55;16.33;10.4;9.94;41.93;31.15;10.56;11.49;13.09;7.99;32.1;20.32;33.28;25.02;35.23;28.63;15.41;17.67;12.83;51.53;62.56;39.76;;18.93;35.89;23.67;;;14.41;9.65;12.49;38.18;69.38;18.03;;14.08;13.58;39.45;19.66;10.32;9.36;7.69;9.35;;46.51;11.51;115;27;92;97;26;45;26;78;14;23;20;19;29;15;20;27;19;52
NO2;uur;µg/m³;20110506 13:00;20110506 14:00;123.4;15.8;29.8;69.5;16.6;88.5;;55.6;27.8;38.7;28.6;;12.6;4.68;24.4;18.63;18.07;12.88;8.49;44.47;39.39;10.48;8.94;14.22;10.73;32.21;13.86;26.51;24.05;24.98;36.39;9.62;11.01;10.92;40.99;59.93;36.13;;11.71;61.26;27.38;25.86;15.64;12.62;8.63;9.27;33.3;60.93;17.8;;20.31;16.76;50.97;17.53;9.98;9.74;9.17;9.12;;50.14;11.68;121;21;91;80;18;44;27;75;15;18;18;19;30;16;22;23;21;33
NO2;uur;µg/m³;20110506 14:00;20110506 15:00;130.7;18.4;27.6;73.5;16.4;92.5;;58.6;24.9;36.8;33.2;;9.03;7.39;30.28;20.58;15.08;7.22;14.51;40.15;41.51;9.65;8.38;13.54;13.5;25.45;6.27;23.2;17.66;27.03;37.05;9.49;9.06;9.62;41.18;58.81;37.62;;11.66;47.75;20.3;24.13;11.75;11.2;12.17;8.71;39.18;64.01;22.8;;22.88;18.98;40.19;15.55;12.58;9.91;9.77;9.78;;55.78;10.31;115;22;92;97;16;47;25;81;13;17;38;18;25;14;17;21;16;29
NO2;uur;µg/m³;20110506 15:00;20110506 16:00;131.6;15.6;27.7;87.9;15.5;98;;51.3;21.5;33.5;34.3;;5.93;13.57;30.5;19.4;13;7.36;17.25;54.85;38.98;7.79;6.75;17.53;11.5;29.31;5.88;19;18.5;32.9;40.23;8.1;9.07;12.11;32.37;63.64;40.37;;12.71;46.05;21.59;29.86;13.52;9.24;14.43;9.42;40.34;49.9;33.34;;19.65;21.06;48.51;17.45;12.35;10.58;10.26;10.55;;55.8;9.36;135;22;73;67;14;44;22;87;13;14;68;17;22;12;15;;13;34
NO2;uur;µg/m³;20110506 16:00;20110506 17:00;116.9;21.3;23.5;63.8;12.5;80.4;;57.8;18;41.4;40.6;;7.01;15.2;23.68;18.53;11.6;7.96;10.89;47.77;42.18;9.1;6.81;22.23;7.72;22.48;4.64;17.57;23.21;24.82;28.97;10.04;8.93;12.18;37.29;54.02;42.63;;13.15;62.53;20.12;25.14;9.59;8.15;7.8;7.25;40.92;49.54;16.94;;23.99;16.88;44.2;19.57;14.28;10.64;10.38;11.72;;55.26;9.82;117;17;80;63;13;47;18;94;12;14;63;19;18;13;15;14;12;49
NO2;uur;µg/m³;20110506 17:00;20110506 18:00;130.3;26.6;34.8;82.3;17.7;74.2;;65.2;25.7;38.8;40.5;;8.37;14.62;25.07;21.03;15.55;8.52;9.88;53.72;34.22;7.84;9.53;15.03;7.39;20.66;4.33;32.55;28.28;30.91;41.86;14.17;8.45;11.79;49.36;63.25;35.29;;11.36;60.4;19.08;23.84;11.57;13;8.56;7.52;41.76;57.94;14.89;;21.73;20.35;38.33;18.99;15.08;12.49;8.64;13.48;;49.57;11.49;95;24;81;64;16;33;25;91;14;15;55;11;24;14;15;15;13;27
NO2;uur;µg/m³;20110506 18:00;20110506 19:00;135.8;37.4;29.3;93.8;18.2;68.3;;90.9;35.4;58.7;33.3;;11.03;14.99;27.71;20.22;15;12.59;10.24;48.64;30.21;9.02;13.2;17.06;15.03;20.57;6.77;29.19;34.38;32.91;43.1;15.84;11.02;12.66;49.3;91.07;36.06;;11.01;36.02;24.12;28.7;23.87;16.66;11.65;14.1;48.59;59.09;16.91;;24.79;23.61;58.12;28.16;17.03;18.82;12.91;15.56;;40;15.2;91;23;82;89;19;34;24;103;22;21;72;17;35;16;18;19;15;28
NO2;uur;µg/m³;20110506 19:00;20110506 20:00;133.5;57.3;47.7;76.1;34;35.3;;88.6;57.5;88.7;41.6;;15.55;22.64;34.76;27.47;24.08;27.49;10.5;58.74;33.14;31.3;26.47;41.31;28.91;29.42;10.7;36.61;35.31;42.47;65.84;39.72;23.45;15.52;72.34;99.97;36.89;;13.89;46.57;39.81;35.26;30.8;31.32;18.27;26.33;44.49;64.45;28.98;;26.16;31.26;72.48;39.78;24.52;26.62;16.18;23.29;;53.72;22.45;125;32;111;93;28;53;61;109;25;29;39;32;58;43;40;21;19;39
NO2;uur;µg/m³;20110506 20:00;20110506 21:00;98.7;93.8;82.3;64.6;51.4;33;;80;60.5;86.6;113.8;;22.53;24;35.42;29.25;41.24;31.69;15.27;75.88;91.42;40.67;52.67;45.44;70.92;59.34;24.67;43.08;109.47;43.6;100.78;77.62;36.76;35.92;75.39;82.1;53.42;;15.02;53.87;69.13;48.85;33.99;36.72;21.26;30.19;57.72;69.99;24.49;;37.07;35.97;68.2;39.58;16.9;28.43;15.23;43.8;;102.96;27.48;110;40;92;120;36;51;41;117;33;41;44;33;55;72;43;42;24;93
NO2;uur;µg/m³;20110506 21:00;20110506 22:00;116.6;99.6;102.3;82.2;64.9;47.4;;78.6;78.4;43.4;92.5;;30.65;18.79;41.97;39.48;43.66;44.73;20.24;60.06;59.35;32.61;49.69;50.59;45.44;60.99;65.78;40.24;114.87;62.15;54.83;48.27;29.79;32.82;65.76;78.69;47.91;;32.08;56.75;81.56;49.92;36.28;41.42;24.47;32.69;57.93;78.21;34.11;;39.08;44.36;75.34;41.4;20.93;28.5;18.36;35.98;;104.86;43.52;95;38;80;121;39;54;48;96;36;37;59;52;58;58;47;40;29;76
NO2;uur;µg/m³;20110506 22:00;20110506 23:00;125;70.6;69.4;93.3;82.7;55.8;;93.2;72.3;59.2;60.7;;37.95;22.99;49.37;40.25;47.61;59.37;20.02;52.94;65.45;34.98;45.6;33.1;46.49;39.21;74.25;51.94;54.06;71.59;116.76;45.1;29.98;27.03;67.22;95.44;47.89;;25.33;53.09;72.89;41.42;33.06;41.71;22.11;24.93;50.01;62.22;32.33;;48.67;38.43;55.52;34.12;21.56;26.45;18.91;41.07;;76.66;36.12;119;30;80;100;42;53;56;84;37;37;58;61;48;56;29;35;31;90
NO2;uur;µg/m³;20110506 23:00;20110507 00:00;101;72.5;61.9;79.5;69;62.9;;68.5;54.9;94.4;64.2;;41.53;22.36;34.07;36.17;48.1;44.92;23.43;;58.29;39.07;;35.96;67.34;39.34;90.82;60.28;41.45;76.44;83.85;50.73;24.08;28.42;73.81;67.81;38.58;;33.18;56.7;70.8;31.49;33.63;39.7;20.33;25.5;45.19;65.45;30.61;;41.68;34.85;;31.18;23.99;27.39;18.42;43.08;;49.69;27.91;126;27;83;78;44;61;55;91;37;35;61;62;46;55;29;28;32;72
NO2;uur;µg/m³;20110507 00:00;20110507 01:00;91.2;51.5;60.1;79.7;57.2;46.3;;59.2;51.6;71.2;52;;39.47;20.41;37.47;23.51;;40.49;23.15;44.82;53.55;30.32;35.02;31.19;100.67;26.08;43.02;;43;57.74;70.6;23.13;31.97;29.96;60.24;58.66;25.25;;25.02;41.85;46.98;32.31;32.42;50.64;16.26;23.52;36.02;49.84;32.88;;49.87;;59.64;33.28;31.79;24.36;19.9;42.42;;51.87;21.98;105;26;72;60;43;54;45;76;33;33;65;32;38;50;29;22;35;59
NO2;uur;µg/m³;20110507 01:00;20110507 02:00;74.8;37.5;60.9;57.7;42.7;35.9;;49.8;40.8;58.4;55.2;;38.24;15.24;41.58;18.38;37.76;44.68;23.23;42.78;54.75;32.58;33.65;31.6;55.99;24.14;37.18;41.46;36.87;51.9;76.44;28.69;30.97;26.78;49.11;52.52;22.58;;16.42;35.39;41.04;27.36;29.57;42.96;15.92;16.7;33.22;50.64;21.89;;32.67;23.65;55.93;30.79;38.57;21.04;16.34;45.84;;47.35;20.4;101;24;60;68;37;39;32;65;26;25;38;37;34;40;26;21;29;76
NO2;uur;µg/m³;20110507 02:00;20110507 03:00;84.4;37.8;57;50.1;42;36.3;;51.7;48.7;54.2;40.7;;32.14;10.51;12.02;9.8;26.96;44.95;23.9;37.24;38.99;34.38;35.14;36.08;42.76;26.77;32.24;41.2;36.78;59.79;80.81;28.92;30.58;23.84;53.54;51.11;21.43;;15.31;27.32;31.91;23.57;23.75;37.72;18.56;19.53;31.52;41.28;21.04;;27.13;23.04;64.7;36.91;28.52;19.64;13.68;44.55;;34.03;19.62;96;22;49;54;28;29;28;63;23;19;49;31;28;31;21;20;23;71
NO2;uur;µg/m³;20110507 03:00;20110507 04:00;83.4;44.7;68.8;55.3;50.6;44.8;;48.5;51.3;45.5;39;;30.29;7.92;12.43;8.99;23.17;36.93;24.15;27.98;35.25;32.48;38.76;34.93;29.23;27.96;33.18;47.68;40.39;55.1;67.98;29.12;30.94;21.24;49.29;50.56;24.44;;14.97;25.64;32.04;20.98;22.74;36.8;16.13;25.43;30.91;43.88;19.57;;21.04;22.75;52.93;32.52;24.46;17.32;13.37;41;;26.67;21.35;78;21;55;49;29;29;27;65;21;23;43;36;29;29;20;21;23;88
NO2;uur;µg/m³;20110507 04:00;20110507 05:00;80.3;48;68;58.4;51.2;49.7;;67;47.4;44.9;42.2;;28.1;9.67;26.41;9.5;20.99;31.63;23.44;27.41;34.56;28.58;43.42;39.37;30.59;30.88;35.79;49.36;40.88;57.81;78.77;30.66;32.26;23.51;51.55;60.2;21.14;;15.35;40.54;28.43;20.81;22.76;40.84;14.19;26.84;37.17;44.43;19.45;;17.34;20.74;43.56;31.37;23.28;17.52;13.96;39.18;;30.96;20.14;97;20;71;53;31;35;38;76;25;28;59;37;36;44;23;18;30;53
NO2;uur;µg/m³;20110507 05:00;20110507 06:00;96;54.4;71;64.4;53.7;57.3;;75.4;51.3;51.5;62.7;;30.38;11.24;14.76;11.44;20.4;41.24;21.78;30.16;32.76;30.53;46.39;37.84;29.57;32.36;44.51;55.91;45.1;62.3;76.31;34.06;31.86;28.32;59.87;79.84;30.14;;16.44;41.99;40.73;27.43;24.23;44.44;15.64;31.49;52.58;52.52;32.18;;18.68;25.98;52.54;30.26;21.12;19.78;17.78;36.53;;36.06;21.12;104;24;88;76;38;41;42;82;30;34;51;38;45;53;30;23;34;79
NO2;uur;µg/m³;20110507 06:00;20110507 07:00;80.3;58.3;77.3;70.5;57.4;52.9;;66.7;51.9;56.4;92.3;;32.95;9.65;18.65;13.16;17.95;29.13;17.67;27.73;34.19;25.77;36.56;31.84;29.13;30.93;39.06;59.4;43.56;59.61;76.45;30.82;29.94;32.31;57.25;69.03;54.25;;16.6;45.21;47.54;36.49;31.28;44.18;17.82;34.75;54.24;55.08;34.58;;19.73;29.76;43.84;30.22;20.77;18.97;18.31;24.62;;53.72;23.05;71;36;77;93;38;41;44;83;36;36;55;43;51;60;40;33;36;65
NO2;uur;µg/m³;20110507 07:00;20110507 08:00;74.5;36.5;63.5;66;45;56.3;;58.5;57.2;70.4;92.1;;42.81;10.61;18.86;12.63;19.23;22.22;16.75;37.21;33.1;23.55;24.12;27.02;19.61;56.03;48.43;53.65;39.39;46.64;50.22;24.12;26.05;34.37;61.93;62.25;50.19;;16.51;38.59;38.3;35.94;38.79;33.17;19.44;29.18;48.95;55.14;35.35;;16.78;32.7;39.06;31.29;21.82;17.95;17.81;18.8;;47.24;20.51;73;45;77;99;38;41;40;70;34;35;43;46;;57;39;38;34;52
NO2;uur;µg/m³;20110507 08:00;20110507 09:00;76;28.2;51.5;65.3;35;69.5;;54.6;53.2;62.2;80.5;;30.13;8.69;14.52;11.09;19.66;15.99;19.21;38.85;34.19;16.08;19.23;18.5;15.38;34.62;36.7;51.3;40.18;47.1;36.54;17.39;19.97;27.07;52.15;54.62;44.17;;17.41;37.5;29.47;28.92;32.03;27.1;21.5;23.67;45.04;45.52;31.04;;14.66;30.4;32.62;26.44;18.88;16.91;16.34;12.43;;40.67;17.32;90;42;80;75;36;40;37;71;27;32;38;40;35;36;28;42;34;44
NO2;uur;µg/m³;20110507 09:00;20110507 10:00;63.9;23.5;39.2;61.7;30.7;67.4;;45.2;50.2;56.2;59.2;;17.08;7.31;18.14;9.17;15.3;12.19;20.01;39.82;24.8;11.87;12.48;13.73;11.91;19.53;18.86;41.13;36.16;45.12;24.66;13.98;15.82;23.91;45.17;54.77;42.66;;17.35;34.48;26.08;27.26;23.97;18.29;20.68;22.07;42.74;44.61;30.19;;16.47;25.52;28.04;22.14;14.45;17.82;16;10.64;;36.47;15.39;90;37;73;79;;40;37;68;26;27;40;40;30;29;24;40;29;43
NO2;uur;µg/m³;20110507 10:00;20110507 11:00;60.6;22.1;27.4;53.4;21.7;62.6;;37.9;25.1;40.5;41.9;;13.71;5.15;18.49;6.41;8.93;10.39;19.44;38.32;16.91;9.9;9.51;17.93;7.64;15.56;15.33;37.71;27.49;28.1;33.38;11.32;13.04;19.07;41.09;44.95;40.25;;17.91;28.29;23.93;26.05;20.53;13.59;18.7;15.29;34.85;44.68;18.78;;16.38;24.1;30.13;17.47;12.79;17.56;16.41;7.92;;30.85;11.19;72;33;76;68;26;33;31;72;21;27;39;30;29;30;24;31;25;42
NO2;uur;µg/m³;20110507 11:00;20110507 12:00;59.9;17.9;22.6;71;17.9;57.1;;42.5;22.3;38;37.4;;8.24;4.37;17.99;7.08;9.19;8.45;10.99;39.3;13.36;6.86;8.35;9.71;5.92;11.32;6.63;29.82;23.14;29.74;20.9;8.47;9.87;14.93;33.06;41.23;35.77;;16.68;22.67;19.14;21.54;19.64;11.95;17.53;10.67;29.86;31.51;13.46;;15.28;19.55;31.11;16.78;11.74;12.14;13.38;7.74;;32.01;7.69;64;;;57;21;31;27;70;16;26;31;27;28;21;19;25;;
NO2;uur;µg/m³;20110507 12:00;20110507 13:00;57.5;11.7;20.3;59.2;13.4;49;;33.8;20.1;26.5;41.1;;9.18;5.23;18.69;8.85;8.16;7.42;4.57;34.46;13.46;3.91;8.11;8.58;6.48;16.98;3.58;21.82;12.3;22.33;14.35;7.04;7.53;11.02;30.31;33.89;25.15;;14.46;24.52;15.08;16.19;12.66;5.98;16.49;7.41;28.86;50;9.61;;10.56;18.28;32.11;17.45;8.37;9.22;10.95;6.16;;27.18;7.32;75;18;63;57;14;25;22;56;11;16;23;27;21;14;14;21;17;32
NO2;uur;µg/m³;20110507 13:00;20110507 14:00;46.3;8.6;21.6;58.7;11.5;49.2;;27.8;21.1;19.3;35;;2.6;5.4;17.07;10.92;6.79;5.75;2.64;37.07;15.94;4.53;5.43;6.38;4.61;15.26;2.99;18.69;8.63;20.23;11.94;4.34;6.41;4.69;24.85;34.95;23.75;;12.19;20.8;12.72;15.99;11.01;4.08;12.11;4.26;26.56;39.47;7.69;;8.55;15.65;34.19;16.69;9.55;8.72;9.64;5.08;;33.35;8.11;62;14;54;45;10;20;17;62;7;13;17;17;16;9;11;15;10;24
NO2;uur;µg/m³;20110507 14:00;20110507 15:00;49;9.3;17.7;54.8;10.1;40.8;;33.6;18.6;20.9;27.5;;1.48;5.25;15.31;12.54;6.96;4.45;1.86;36.23;15.33;3.07;5.17;4.95;4.64;11.59;3.23;16.33;7.61;18.35;8.57;3.94;5.53;3.43;21.43;29.64;20.36;;8.05;19.24;10.9;16.65;11.14;4.41;9.78;4.41;24.35;32.16;6.53;;7.35;12.97;23.62;14.2;2.59;8.44;11.74;5.08;;32.09;8.27;50;12;48;41;8;21;17;96;6;11;13;13;19;11;9;11;8;17
NO2;uur;µg/m³;20110507 15:00;20110507 16:00;36.4;7.1;16;60.4;10.6;41.8;;43.2;17.5;21.1;33.1;;1.49;5.34;16.84;14;6.16;4.97;1.39;37.04;16.08;2.99;5.11;4.45;6.1;9.21;2.59;15.03;8.94;24.81;9.26;3.71;5.46;3.11;20.11;39.97;20.63;;7.07;19.85;11.71;14.5;9.52;3.72;7.86;5.06;23.68;26.61;7.35;;7.43;13.14;18.73;7.72;2.19;5.02;10.72;5.7;;38.31;9.54;47;11;45;38;8;21;18;107;6;12;14;12;17;9;9;11;8;17
NO2;uur;µg/m³;20110507 16:00;20110507 17:00;38.6;6.6;15.6;61.6;10.4;51.4;;29.4;23.2;24.6;25.9;;1.94;5.35;16.25;14.89;5.61;6.35;1.02;45.6;19.59;3.53;4.64;4.96;6.42;14.27;3.41;17.48;13;26.68;13.73;3.4;4.1;2.39;19.75;26.73;23.4;;6.96;18.35;8.93;12.71;8.69;3.98;13.59;3.62;31;33.19;6.3;;6.81;9.85;18.11;6.68;1.41;5.36;10.27;6;;39.76;10.69;61;14;49;41;8;18;19;91;5;12;14;13;13;11;9;11;11;10
NO2;uur;µg/m³;20110507 17:00;20110507 18:00;38.4;6.2;23.5;57;9.8;51.6;;32.5;24.4;27;43.4;;2.49;5.53;16.9;14.12;4.46;8.62;1.76;40;17.62;3.35;6.9;4.38;5.16;20.6;2.51;18.8;22.96;27.72;23.57;3.2;3.85;3.24;19.89;39.55;20.57;;7.87;22.07;9.83;10.02;5.64;5.42;7.07;4.88;30.71;21.58;6.74;;5.43;5.13;16.71;6.37;3.94;5.59;12.13;5.85;;34.79;11.54;74;17;51;42;8;19;19;88;5;12;12;18;13;10;8;12;7;18
NO2;uur;µg/m³;20110507 18:00;20110507 19:00;30.6;;31;75.3;13.9;53.6;;33.7;36;33.4;55.8;;6.35;6.4;15.77;14.5;6.29;9.71;1.76;45.91;17.13;5.04;10.91;4.84;6.52;22.31;4.26;19.44;19.54;31.09;10.54;3.87;4.34;4.26;21.96;37.43;22.71;;9.09;20.7;11.33;11.4;8.41;7.12;16.27;7.64;34.89;30.59;10.75;;6.34;6.44;26.87;7.98;4.14;6.74;15.56;6.17;;25.26;11.08;60;11;53;47;13;22;19;98;7;16;21;16;18;13;10;21;11;22
NO2;uur;µg/m³;20110507 19:00;20110507 20:00;;;;;19.7;;;;;;;;8.72;13.36;15.03;17.31;8.23;15.43;3.46;54.74;34.32;7.03;17.97;7.91;11.43;22.84;10.24;26.34;29.23;34.51;39.56;7.37;6.72;7.44;37.37;52;35.63;;8.71;30.48;17.96;12.66;18.68;10.73;26.81;10.03;51.28;50.88;13.88;;7.9;12.2;29.2;10.48;7.95;8.41;13.96;7.06;;21.78;10.44;70;26;67;68;17;28;26;93;14;20;28;25;21;19;12;20;13;27
NO2;uur;µg/m³;20110507 20:00;20110507 21:00;53.8;14.2;65.1;106.3;28;76.2;;58.4;66;53.9;87.7;;13.59;15.81;29.41;18.9;13.12;17.66;5.94;47.87;34.69;15.87;38.3;14.45;22.62;16.72;10.55;38.16;24.82;37.92;30.42;14.24;8.51;12.74;42.2;59.17;59.79;;8.37;48.19;22.4;25.06;23.96;29.65;9.55;15.34;61.06;74.6;21.33;;12.36;15.99;31.76;12.73;10.79;10.4;10.2;7.11;;27.16;10.19;104;33;81;113;23;46;33;114;18;26;52;32;40;44;;31;17;43
NO2;uur;µg/m³;20110507 21:00;20110507 22:00;68.5;23.2;95.3;112.1;31.5;57.9;;66.1;57.2;69.9;78.7;;20.67;16.34;39.61;17.28;11.71;19.99;8.56;33.11;20.55;23.16;34.49;20.87;19.36;18.92;13.13;60.63;22.15;38.01;39.05;16.57;12.12;15.99;33.52;71.85;47.27;;7.99;39.74;20.21;24.3;24.05;22.64;16.4;20.93;52.01;59.57;19.4;;11.38;21.56;29.2;13.44;9.94;9.91;8.39;7.93;;21.46;9.76;74;31;59;100;19;36;29;82;19;24;34;43;43;53;39;32;19;44
NO2;uur;µg/m³;20110507 22:00;20110507 23:00;82.2;26.5;77;86.7;28.3;16.4;;61.6;47.3;71.6;72;;17.64;11.78;24.22;16.33;12.34;14.96;11.76;23.52;18.17;18.09;21.34;20.15;15.8;10.65;15.39;57.71;20.21;34.22;50.73;16.73;15.56;19.39;47.42;63.48;44.07;;8.71;33.92;21.7;30.59;26.39;22.61;17.18;14.94;49.86;57.95;12.62;;9.86;28.68;29.72;14.26;8.93;9.11;8.37;8.28;;24.23;9.31;61;38;50;93;18;31;25;70;18;21;29;49;26;36;29;27;15;22
NO2;uur;µg/m³;20110507 23:00;20110508 00:00;63.3;20.9;52.1;61.6;23.3;14.6;;49;27.3;40.7;54.8;;16.89;10.55;19.05;12.17;11.77;13.25;13.03;20.81;19.57;13.3;17.51;19.03;12.61;8.53;11.48;49.24;18.86;30.94;67.72;15.27;11.2;13.82;60.68;54.49;48.94;;9.22;33.98;25.09;29.79;28.37;21.55;;13.71;33.07;44.89;18.83;;7.07;;21.79;11.57;7.72;9.07;8.88;8.83;;21.27;9.2;77;24;43;90;18;31;24;67;17;20;18;25;25;31;26;28;15;26
NO2;uur;µg/m³;20110508 00:00;20110508 01:00;42.1;20.3;52;42.3;17.3;13.6;;33.2;23.5;25.2;39.2;;17.57;7.78;20.76;9.17;;12.93;11.93;16.97;12.39;13.09;14.13;14.39;12.92;14.94;14.51;34.96;16.47;23.99;32.37;12.01;13.35;14.16;33.52;31.74;29.33;;10.17;28.84;20.5;18.56;23.04;21.21;10.17;18.83;28.18;31.88;20.3;;7.29;12.96;;11.25;9.32;8.23;8.36;10.04;;19.13;8.73;70;22;37;67;18;27;24;55;20;19;19;25;22;29;19;23;16;22
NO2;uur;µg/m³;20110508 01:00;20110508 02:00;23.4;12.2;61.1;36.9;16.4;13.9;;29;25;21.4;38.2;;12.44;7.97;24.28;8.74;13.08;11.62;11.45;14.87;17.44;10.28;12.2;13.9;12.14;9.98;14.49;34.41;16.78;21.29;25.71;11.13;11.18;15.4;27.58;29.92;29.84;;9.3;24.5;16.9;15.51;19.96;18.95;8.49;16.98;22.9;28.3;17.3;;7.92;11.75;19.27;11.92;9.03;6.67;5.87;9.2;;14.88;9.02;56;18;32;54;17;24;22;48;15;19;17;23;22;22;17;19;16;22
NO2;uur;µg/m³;20110508 02:00;20110508 03:00;21.8;11.5;34.8;26.4;15;11;;21.3;20.9;22.4;50;;15.04;7.36;7.23;11.04;12.63;10.56;10.29;13.89;18.59;9.15;11.17;12.35;10.9;9.25;12.31;27.56;14.85;18.52;24;10.56;10.54;15.17;20.93;23.89;24.47;;7.27;20.99;16.98;15.48;17.75;19.29;6.22;16.52;18.34;21.92;14.78;;8.44;11.26;23.06;14.46;8.05;6.3;6.83;8.81;;10.99;10.02;52;18;30;47;16;22;20;44;15;18;17;23;19;21;18;16;15;25
NO2;uur;µg/m³;20110508 03:00;20110508 04:00;39;13.1;49;26.2;14.1;10;;23.4;;26;37.8;;13.73;9.83;21.32;8.8;12.27;11.11;11.03;14.52;22.75;8.69;10.35;11.36;10.51;8.61;9.38;31.29;12.65;15.2;22.16;10.36;9.11;14.61;23.03;25.05;28.49;;6.24;19.76;15.68;12.46;13.86;18.18;5.14;16.02;18.75;20.95;13.17;;8.79;8.72;21.81;15.75;7.37;6.24;7.84;8.62;;10.82;9.04;54;14;29;46;16;21;20;35;15;17;15;23;20;20;15;15;15;24
NO2;uur;µg/m³;20110508 04:00;20110508 05:00;44.3;19.1;39.7;28.3;15.3;10.7;;27.7;;26.8;63.5;;13.85;9.45;13.23;9.03;12.62;10.94;10.15;15.02;24.39;9.38;11.32;12.54;10.98;9.29;8.63;30.09;13.85;17.84;24.42;9.77;10.22;14.17;22.94;29.36;21.62;;6.83;20.83;15.43;11.22;14.12;19.98;4.6;15.2;20.77;20.1;17.25;;8.96;7.58;17.61;12.35;7.3;6.91;7.24;9.04;;10.75;10.11;43;13;28;50;17;21;;35;14;;15;29;20;33;17;13;15;27
NO2;uur;µg/m³;20110508 05:00;20110508 06:00;64.9;17.5;51.7;29.1;16.6;14.7;;27.6;;42.5;56.2;;18.49;11.18;10.13;12.21;13.16;11.2;9.65;17.37;20.89;10.48;13.29;13.07;12.19;12.17;13.9;36.61;18.53;22.34;27.44;11.73;12.6;15.21;25.09;29.9;28.12;;7.22;21.47;16.83;10.95;13.71;19.43;5.42;17.35;19.88;20.81;17.9;;9.09;7.97;18.48;14.06;7.63;7.81;8.36;9.58;;12.31;11.28;44;14;33;61;18;21;21;35;16;20;19;34;27;48;21;14;19;29
